latitude,longitude,acq_date,acq_time,confidence,frp,instrument,satellite,acq_datetime
30.53138,78.96812,2026-02-17,0724,n,8.99,VIIRS,N,2026-02-17 07:24:00
30.53491,78.96306,2026-02-17,0724,n,8.99,VIIRS,N,2026-02-17 07:24:00
30.53583,78.96733,2026-02-17,0724,n,8.99,VIIRS,N,2026-02-17 07:24:00
30.86357,78.04453,2026-02-17,0724,n,7.7,VIIRS,N,2026-02-17 07:24:00
31.08183,77.39397,2026-02-17,0724,n,3.52,VIIRS,N,2026-02-17 07:24:00
31.13951,77.78063,2026-02-17,0724,n,9.71,VIIRS,N,2026-02-17 07:24:00
31.08695,75.79276,2026-02-17,0726,h,9.14,VIIRS,N,2026-02-17 07:26:00
31.08723,75.79399,2026-02-17,0726,h,9.07,VIIRS,N,2026-02-17 07:26:00
31.18416,75.65016,2026-02-17,0726,n,1.9,VIIRS,N,2026-02-17 07:26:00
28.81948,77.12732,2026-02-17,0904,n,5.03,VIIRS,N,2026-02-17 09:04:00
30.3781,77.3154,2026-02-17,0906,n,3.18,VIIRS,N,2026-02-17 09:06:00
28.30068,77.23215,2026-02-17,1949,n,1.29,VIIRS,N,2026-02-17 19:49:00
30.91222,74.034,2026-02-18,0845,n,24.9,VIIRS,N,2026-02-18 08:45:00
27.66723,76.13315,2026-02-18,2110,n,1.03,VIIRS,N,2026-02-18 21:10:00
27.66759,76.13556,2026-02-18,2110,n,0.89,VIIRS,N,2026-02-18 21:10:00
27.66816,76.12874,2026-02-18,2110,n,1.03,VIIRS,N,2026-02-18 21:10:00
27.66849,76.13115,2026-02-18,2110,n,0.89,VIIRS,N,2026-02-18 21:10:00
28.74456,76.92698,2026-02-18,2110,n,0.56,VIIRS,N,2026-02-18 21:10:00
29.12389,75.77802,2026-02-18,2110,n,1.16,VIIRS,N,2026-02-18 21:10:00
28.39748,78.27565,2026-02-19,0826,n,3.02,VIIRS,N,2026-02-19 08:26:00
28.86502,77.7648,2026-02-19,0826,n,3.39,VIIRS,N,2026-02-19 08:26:00
29.04354,78.0817,2026-02-19,0826,n,2.07,VIIRS,N,2026-02-19 08:26:00
29.03786,77.57217,2026-02-19,0828,n,1.28,VIIRS,N,2026-02-19 08:28:00
29.0412,77.57292,2026-02-19,0828,n,2.79,VIIRS,N,2026-02-19 08:28:00
29.16192,77.9369,2026-02-19,0828,n,3.61,VIIRS,N,2026-02-19 08:28:00
29.19118,77.74397,2026-02-19,0828,n,3.21,VIIRS,N,2026-02-19 08:28:00
29.29674,77.4009,2026-02-19,0828,n,3.8,VIIRS,N,2026-02-19 08:28:00
29.29741,77.95749,2026-02-19,0828,n,2.51,VIIRS,N,2026-02-19 08:28:00
29.54032,76.69804,2026-02-19,0828,n,3.04,VIIRS,N,2026-02-19 08:28:00
29.55637,78.53203,2026-02-19,0828,n,3.35,VIIRS,N,2026-02-19 08:28:00
29.71322,79.00303,2026-02-19,0828,n,11.22,VIIRS,N,2026-02-19 08:28:00
29.71454,78.9998,2026-02-19,0828,n,9.63,VIIRS,N,2026-02-19 08:28:00
29.7819,78.67425,2026-02-19,0828,n,3.43,VIIRS,N,2026-02-19 08:28:00
29.78206,78.67059,2026-02-19,0828,n,5.07,VIIRS,N,2026-02-19 08:28:00
29.99467,77.02248,2026-02-19,0828,n,5.95,VIIRS,N,2026-02-19 08:28:00
30.16241,78.09971,2026-02-19,0828,n,3.42,VIIRS,N,2026-02-19 08:28:00
31.04534,76.21255,2026-02-19,0828,n,2.66,VIIRS,N,2026-02-19 08:28:00
31.08582,75.86251,2026-02-19,0828,n,3.57,VIIRS,N,2026-02-19 08:28:00
31.21544,75.84739,2026-02-19,0828,n,2.74,VIIRS,N,2026-02-19 08:28:00
31.29823,77.38171,2026-02-19,0828,n,5.13,VIIRS,N,2026-02-19 08:28:00
31.29858,77.38532,2026-02-19,0828,n,5.13,VIIRS,N,2026-02-19 08:28:00
31.30165,77.37213,2026-02-19,0828,l,6.44,VIIRS,N,2026-02-19 08:28:00
31.36536,77.47251,2026-02-19,0828,n,4.27,VIIRS,N,2026-02-19 08:28:00
